hero,minor_patch,wins_total,games_total,wins_battlefield_of_eternity,games_battlefield_of_eternity,wins_blackhearts_bay,games_blackhearts_bay,wins_braxis_holdout,games_braxis_holdout,wins_cursed_hollow,games_cursed_hollow,wins_dragon_shire,games_dragon_shire,wins_garden_of_terror,games_garden_of_terror,wins_hanamura_temple,games_hanamura_temple,wins_haunted_mines,games_haunted_mines,wins_infernal_shrines,games_infernal_shrines,wins_sky_temple,games_sky_temple,wins_tomb_of_the_spider_queen,games_tomb_of_the_spider_queen,wins_towers_of_doom,games_towers_of_doom,wins_warhead_junction,games_warhead_junction,wins_volskaya_foundry,games_volskaya_foundry,wins_alterac_pass,games_alterac_pass
xul,2.53.0.83077,13,26,1,1,,,,,0,1,0,1,1,1,0,1,,,1,2,2,3,4,5,1,7,,,3,4,,
xul,2.53.0.83086,5719,10323,76,140,,,102,229,260,521,387,648,501,888,134,262,,,684,1293,552,978,1066,1878,999,1789,,,526,889,432,808
xul,2.53.1.83632,276,491,4,7,,,2,7,18,30,17,29,27,49,6,11,,,29,51,32,55,41,76,47,88,,,30,45,23,43
xul,2.53.1.83716,5882,10703,96,170,,,109,239,265,520,426,746,537,953,137,263,,,641,1193,557,1003,1084,1955,1043,1914,,,501,892,486,855
xul,2.53.2.84200,318,553,6,14,,,5,8,19,36,17,33,37,61,7,12,,,30,46,24,42,49,91,63,108,,,34,53,27,49
xul,2.53.3.84249,11865,21774,204,397,,,236,497,590,1136,744,1312,1020,1869,281,562,,,1367,2592,1120,1959,2216,3884,2128,4013,,,1028,1860,931,1693
xul,2.54.0.85027,4490,8261,77,146,,,81,184,243,440,267,469,409,730,82,190,,,522,970,408,775,849,1534,885,1604,300,565,,,367,654
xul,2.54.1.85267,928,1715,16,32,,,21,44,59,109,53,100,81,143,18,44,,,97,191,69,132,169,303,189,349,70,124,,,86,144
xul,2.54.1.85311,4580,8347,81,168,,,88,208,245,491,289,521,386,705,116,252,,,500,918,396,704,839,1447,866,1578,364,651,,,410,704
xul,2.54.2.85551,278,485,5,8,,,8,20,12,16,17,32,22,41,8,18,,,30,47,26,44,49,87,53,95,27,44,,,21,33
xul,2.54.2.85576,3851,7077,62,109,,,79,170,227,395,263,437,305,596,106,201,,,387,742,372,665,729,1292,722,1357,286,517,,,313,596
xul,2.54.2.85894,4384,8269,87,149,,,94,199,264,492,268,532,335,651,107,218,,,510,946,373,691,838,1524,851,1642,316,601,,,341,624
xul,2.54.3.86223,7182,13387,120,258,,,142,304,334,688,450,861,623,1159,166,351,,,785,1479,589,1073,1322,2357,1564,2831,512,957,,,575,1069
xul,2.55.0.86938,7006,13093,147,280,,,143,322,369,697,468,853,583,1062,172,342,,,784,1434,562,1080,1320,2396,1458,2710,480,960,,,520,957
xul,2.55.1.87306,5858,10925,110,201,,,137,262,291,598,385,703,510,915,148,297,,,558,1109,496,905,1104,2004,1189,2210,500,910,,,430,811
xul,2.55.2.87774,3014,5716,53,90,,,56,117,170,324,175,335,239,458,53,117,,,327,634,229,450,613,1095,628,1242,230,424,,,241,430
xul,2.55.2.87990,1385,2594,25,37,,,22,46,69,137,79,142,112,227,34,62,,,133,269,115,221,263,475,336,588,90,184,,,107,206
xul,2.55.2.88122,6346,11745,111,209,,,130,250,358,685,400,724,562,1034,146,293,,,718,1346,499,964,1107,1973,1341,2474,517,974,,,457,819
xul,2.55.3.88481,7524,13951,132,231,,,154,327,364,694,456,885,605,1091,180,344,,,788,1463,652,1187,1466,2617,1601,2992,610,1099,,,516,1021
xul,2.55.3.88936,6609,12431,139,255,,,132,267,322,657,481,852,539,1022,156,301,,,717,1297,522,999,1217,2276,1422,2681,482,951,,,480,873
xul,2.55.3.89566,2178,4088,34,79,,,32,77,125,228,160,273,184,353,45,91,,,213,420,187,331,406,722,477,895,170,331,,,145,288
xul,2.55.3.89754,12823,23850,248,459,,,220,443,709,1344,875,1564,1143,2019,,,,,1366,2534,1111,2088,2413,4451,2753,5190,,,1089,2017,896,1741
xul,2.55.3.90670,3943,7431,73,148,,,90,181,227,439,274,499,293,585,,,,,376,752,385,693,697,1324,878,1628,,,338,620,312,562
xul,2.55.3.91020,172,318,2,6,,,4,5,10,15,15,27,8,20,,,,,13,34,19,27,29,52,41,78,,,18,27,13,27
xul,2.55.3.91081,227,406,3,8,,,2,7,10,17,20,34,19,29,,,,,25,49,16,29,47,74,59,106,,,9,28,17,25
xul,2.55.3.91093,4302,8027,66,149,,,71,150,227,457,297,517,363,665,,,,,451,880,368,667,810,1438,906,1745,,,427,746,316,613
xul,2.55.4.91368,487,899,7,15,,,11,23,29,46,34,66,43,86,,,,,50,87,28,70,97,150,101,200,,,47,75,40,81
xul,2.55.4.91418,5882,11034,95,189,,,110,236,301,615,403,745,518,972,,,,,631,1190,502,927,1158,2035,1249,2401,,,501,924,414,800
xul,2.55.4.91769,8242,15492,172,331,,,170,355,423,856,519,979,668,1221,,,,,950,1732,707,1280,1521,2768,1736,3323,,,739,1396,637,1251
xul,2.55.5.92264,5836,10866,122,216,,,118,236,366,679,378,688,481,925,,,,,606,1136,443,853,1095,1953,1247,2362,,,535,1001,445,817
xul,2.55.6.92665,4101,7785,89,156,,,76,150,256,448,260,498,343,641,,,,,421,805,390,711,733,1393,853,1675,,,392,745,288,563
xul,2.55.7.93009,498,913,11,26,,,9,16,24,44,36,75,37,64,,,,,50,96,55,83,88,170,102,184,,,46,79,40,76
xul,2.55.7.93054,1491,2977,31,62,,,23,55,65,176,103,206,121,249,,,,,144,300,109,224,305,539,345,690,,,126,248,119,228
xul,2.55.7.93151,1562,2946,31,69,,,16,50,89,163,96,181,137,241,,,,,158,318,130,236,292,520,339,652,,,136,255,138,261
xul,2.55.8.93357,202,421,3,9,,,2,5,11,25,17,36,13,32,,,,,25,46,13,24,39,75,38,83,,,21,44,20,42
xul,2.55.8.93382,2636,5057,47,93,,,38,85,141,289,181,334,201,413,,,,,262,510,198,388,518,932,577,1166,,,267,470,206,377
xul,2.55.9.93565,34,56,1,2,,,0,1,,,0,1,6,9,,,,,5,6,4,5,5,8,10,15,,,2,6,1,3
xul,2.55.9.93613,374,724,4,11,,,10,13,18,37,26,44,25,49,,,,,39,90,36,66,54,112,92,182,,,43,65,27,55
xul,2.55.9.93640,2662,5010,53,102,,,39,91,135,274,187,340,227,436,,,,,305,548,212,410,463,853,550,1084,,,275,478,216,394
xul,2.55.10.93810,4375,8309,63,147,,,67,148,234,467,287,554,351,689,,,,,441,854,324,647,875,1513,1000,1922,,,405,748,328,620
xul,2.55.10.94189,973,1848,18,46,,,15,40,49,97,80,135,82,164,,,,,89,177,77,133,189,338,222,409,,,85,172,67,137
xul,2.55.10.94387,1142,2171,24,38,,,24,52,60,121,83,141,92,187,,,,,120,223,106,201,209,383,251,475,,,97,191,76,159
xul,2.55.10.94470,3308,6357,56,121,,,61,123,173,350,239,450,294,567,,,,,347,643,277,515,590,1072,722,1451,,,310,580,239,485
xul,2.55.12.94714,509,942,7,10,,,9,20,26,53,36,71,32,72,,,,,59,115,30,61,82,151,133,226,,,59,89,36,74
xul,2.55.12.94786,3583,6699,70,130,,,68,133,196,366,240,442,304,574,,,,,397,743,304,586,616,1109,802,1515,,,347,637,239,464
xul,2.55.13.95213,290,533,2,8,,,2,8,17,36,17,32,23,38,,,,,32,55,19,39,52,90,71,132,,,32,56,23,39
xul,2.55.13.95301,858,1635,9,26,,,14,31,35,78,63,109,73,146,,,,,85,159,60,121,163,295,212,395,,,83,157,61,118
yrel,2.53.0.83004,358,728,35,76,,,23,52,36,65,37,64,21,41,29,64,,,33,61,29,58,24,56,30,70,,,34,65,27,56
yrel,2.53.0.83077,10,20,0,2,,,1,2,0,1,1,1,0,1,2,4,,,2,2,1,2,,,1,1,,,,,2,4
yrel,2.53.0.83086,2390,5004,238,454,,,169,366,140,308,233,455,160,339,238,518,,,161,345,203,400,207,460,217,461,,,208,447,216,451
yrel,2.53.1.83632,93,201,8,22,,,6,10,6,13,9,20,2,6,11,23,,,7,18,5,13,8,17,10,18,,,11,23,10,18
yrel,2.53.1.83716,1962,4044,156,342,,,173,333,159,305,176,360,121,267,214,396,,,140,297,138,309,163,348,172,341,,,191,398,159,348
yrel,2.53.2.84200,95,207,8,17,,,9,17,5,16,9,17,6,8,8,22,,,5,12,8,17,17,30,6,14,,,11,26,3,11
yrel,2.53.3.84249,3518,7475,332,679,,,302,634,230,472,344,692,243,526,349,772,,,309,601,256,557,275,609,301,658,,,307,687,270,588
yrel,2.54.0.85027,1847,3863,149,342,,,143,297,150,286,182,368,113,254,179,408,,,147,307,149,322,171,340,158,332,135,276,,,171,331
yrel,2.54.1.85267,348,729,34,83,,,32,58,26,45,28,68,36,67,33,79,,,22,52,28,50,37,64,25,64,23,44,,,24,55
yrel,2.54.1.85311,1626,3393,154,314,,,145,275,116,244,158,317,134,266,155,339,,,115,247,124,264,142,290,155,319,87,210,,,141,308
yrel,2.54.2.85551,79,168,4,10,,,5,11,8,17,8,14,4,10,13,21,,,8,18,6,11,8,14,7,18,3,11,,,5,13
yrel,2.54.2.85576,1388,2921,126,261,,,111,225,111,237,127,275,96,198,149,312,,,110,236,105,220,126,254,111,255,102,210,,,114,238
yrel,2.54.2.85894,1699,3599,171,356,,,124,278,129,278,145,317,112,223,176,388,,,124,263,147,299,159,349,150,312,112,221,,,150,315
yrel,2.54.3.86223,2828,5972,257,535,,,214,408,224,464,283,585,181,414,283,618,,,195,454,236,467,270,564,248,546,184,391,,,253,526
yrel,2.55.0.86938,2606,5509,242,543,,,179,394,201,419,254,529,173,405,292,578,,,182,379,214,462,284,559,236,487,153,335,,,196,419
yrel,2.55.1.87306,2606,5351,257,527,,,220,454,183,414,232,481,151,339,328,646,,,196,399,218,428,244,502,225,458,161,310,,,191,393
yrel,2.55.2.87774,1204,2539,131,260,,,71,170,69,166,139,260,80,174,124,241,,,84,179,117,242,117,267,111,230,73,156,,,88,194
yrel,2.55.2.87990,598,1210,63,118,,,41,80,40,85,58,135,31,70,75,137,,,43,81,62,119,71,130,32,93,40,69,,,42,93
yrel,2.55.2.88122,2684,5580,279,537,,,200,400,193,446,231,477,196,393,306,587,,,198,429,233,483,283,561,224,496,164,351,,,177,420
yrel,2.55.3.88481,3536,7077,337,683,,,251,505,293,568,320,654,251,510,392,791,,,260,525,279,572,338,662,324,620,233,448,,,258,539
yrel,2.55.3.88936,2871,5808,290,579,,,227,460,181,373,258,549,192,400,341,660,,,203,400,228,479,274,528,266,534,177,370,,,234,476
yrel,2.55.3.89566,884,1718,84,173,,,53,119,66,131,92,161,57,108,106,196,,,56,131,84,158,74,157,73,142,60,107,,,79,135
yrel,2.55.3.89754,4993,10157,516,1046,,,385,795,395,816,538,1039,335,708,,,,,434,876,460,901,511,1060,430,911,,,590,1185,399,820
yrel,2.55.3.90670,1542,3207,184,350,,,116,238,135,277,175,335,106,236,,,,,116,265,138,263,155,331,142,312,,,150,332,125,268
yrel,2.55.3.91020,69,132,7,13,,,6,14,8,10,2,8,7,15,,,,,5,12,14,21,3,10,7,11,,,5,11,5,7
yrel,2.55.3.91081,99,196,15,36,,,4,10,8,12,10,16,9,14,,,,,6,11,10,20,11,26,7,18,,,11,19,8,14
yrel,2.55.3.91093,1378,2823,139,295,,,116,246,121,229,140,283,84,174,,,,,107,222,129,266,167,306,119,263,,,145,301,111,238
yrel,2.55.4.91368,139,286,18,35,,,13,20,10,20,13,31,11,24,,,,,15,27,9,17,16,32,12,24,,,15,37,7,19
yrel,2.55.4.91418,2067,4355,206,434,,,162,344,148,313,186,437,158,325,,,,,166,352,205,392,250,488,185,409,,,236,482,165,379
yrel,2.55.4.91769,3231,6574,341,687,,,259,535,257,525,345,685,236,483,,,,,265,556,294,610,328,652,280,573,,,374,731,252,537
yrel,2.55.5.92264,2574,5368,247,501,,,233,448,187,410,249,567,182,396,,,,,229,516,258,469,258,535,216,458,,,287,615,228,453
yrel,2.55.6.92665,1508,3097,166,329,,,104,238,114,236,141,291,117,246,,,,,141,271,125,285,166,338,142,279,,,180,348,112,236
yrel,2.55.7.93009,140,276,14,28,,,11,23,9,18,10,22,12,23,,,,,14,28,13,29,18,26,12,20,,,17,41,10,18
yrel,2.55.7.93054,397,868,44,93,,,32,72,28,56,46,102,24,55,,,,,38,68,45,94,43,78,35,92,,,40,93,22,65
yrel,2.55.7.93151,449,962,64,127,,,36,76,41,88,39,92,25,59,,,,,30,60,25,66,57,108,38,85,,,56,128,38,73
yrel,2.55.8.93357,45,107,8,12,,,1,6,2,7,0,5,3,5,,,,,2,7,8,12,9,18,4,14,,,5,13,3,8
yrel,2.55.8.93382,892,1831,104,204,,,69,128,79,149,88,181,57,118,,,,,74,141,60,164,91,180,96,194,,,105,216,69,156
yrel,2.55.9.93565,8,13,0,1,,,1,1,0,1,1,3,,,,,,,1,1,1,1,0,1,1,1,,,1,1,2,2
yrel,2.55.9.93613,110,231,11,21,,,7,17,11,20,13,27,11,22,,,,,7,22,11,23,13,28,9,16,,,9,20,8,15
yrel,2.55.9.93640,842,1788,79,167,,,75,145,87,159,97,192,63,141,,,,,63,138,65,157,74,168,82,181,,,92,200,65,140
yrel,2.55.10.93810,1407,2928,147,285,,,109,202,124,243,160,327,88,240,,,,,129,277,107,228,144,284,122,273,,,172,346,105,223
yrel,2.55.10.94189,345,689,36,65,,,39,73,28,55,42,73,19,46,,,,,30,61,26,54,29,57,24,48,,,41,88,31,69
yrel,2.55.10.94387,443,880,39,79,,,50,92,38,72,49,98,34,67,,,,,31,61,49,94,41,77,38,80,,,41,95,33,65
yrel,2.55.10.94470,1158,2365,108,225,,,118,218,103,190,101,226,77,161,,,,,102,191,99,219,126,236,112,238,,,124,274,88,187
yrel,2.55.12.94714,171,338,15,28,,,15,29,14,28,22,40,10,23,,,,,14,30,19,32,11,28,14,29,,,17,35,20,36
yrel,2.55.12.94786,1316,2652,149,301,,,109,228,87,194,159,313,102,191,,,,,107,214,130,261,118,246,124,251,,,141,272,90,181
yrel,2.55.13.95213,135,273,11,26,,,10,17,12,29,16,29,8,23,,,,,15,26,12,19,12,25,10,28,,,17,29,12,22
yrel,2.55.13.95301,321,643,42,82,,,30,57,21,42,24,70,24,51,,,,,25,52,31,58,33,63,28,59,,,42,65,21,44
zagara,2.53.0.83004,317,635,13,28,,,28,57,39,80,40,73,39,69,14,28,,,17,40,19,62,19,40,24,50,,,22,43,43,65
zagara,2.53.0.83077,2,9,1,1,,,1,2,,,0,1,0,2,,,,,,,0,1,,,0,1,,,0,1,,
zagara,2.53.0.83086,2478,4969,111,246,,,270,511,306,619,241,495,214,447,132,272,,,150,302,242,500,183,337,214,406,,,184,364,231,470
zagara,2.53.1.83632,86,187,5,7,,,8,18,8,24,10,14,14,27,4,9,,,4,9,5,15,7,16,7,13,,,4,15,10,20
zagara,2.53.1.83716,2298,4574,82,191,,,243,450,264,543,254,481,192,403,109,238,,,173,331,218,446,183,369,194,368,,,171,338,215,416
zagara,2.53.2.84200,143,285,7,11,,,16,34,23,40,19,32,8,20,3,13,,,9,16,12,28,8,18,15,22,,,12,18,11,33
zagara,2.53.3.84249,4742,9753,186,410,,,444,886,567,1223,517,1009,432,894,234,541,,,330,681,433,995,332,654,441,860,,,344,662,482,938
zagara,2.54.0.85027,2154,4389,101,199,,,173,358,216,452,177,359,169,338,104,238,,,98,219,173,349,146,269,166,304,442,936,,,189,368
zagara,2.54.1.85267,397,878,19,43,,,38,78,40,89,41,73,26,69,13,38,,,21,43,33,82,30,60,31,63,73,163,,,32,77
zagara,2.54.1.85311,1974,4019,80,164,,,176,342,201,411,182,364,161,319,105,210,,,114,241,185,354,113,239,164,322,327,702,,,166,351
zagara,2.54.2.85551,769,1290,63,102,,,62,108,65,104,59,100,61,109,65,111,,,58,110,55,106,73,108,57,95,88,139,,,63,98
zagara,2.54.2.85576,6984,11143,639,1031,,,612,984,564,884,631,959,599,940,603,929,,,545,880,570,908,570,898,570,923,571,943,,,510,864
zagara,2.54.2.85894,4193,8836,253,551,,,329,714,372,814,391,764,352,757,254,546,,,297,676,346,718,358,672,343,728,515,1106,,,383,790
zagara,2.54.3.86223,6308,12299,333,675,,,506,979,604,1136,622,1159,556,1055,431,802,,,401,814,513,982,413,817,506,969,840,1738,,,583,1173
zagara,2.55.0.86938,6272,12132,338,671,,,523,1007,596,1220,611,1157,508,1010,389,746,,,365,729,566,1053,444,834,532,991,820,1628,,,580,1086
zagara,2.55.1.87306,5721,11009,292,548,,,483,860,550,1059,532,1003,474,945,336,672,,,344,690,538,1005,377,751,473,913,778,1498,,,544,1065
zagara,2.55.2.87774,3048,5922,142,300,,,259,498,289,558,297,570,245,501,188,374,,,183,361,258,528,216,407,270,476,401,812,,,300,537
zagara,2.55.2.87990,1248,2471,76,138,,,97,177,136,266,115,217,100,203,88,185,,,80,155,126,241,83,168,112,211,121,289,,,114,221
zagara,2.55.2.88122,5811,11055,288,586,,,480,903,547,1089,590,1031,512,931,358,677,,,360,719,498,970,348,715,514,951,785,1484,,,531,999
zagara,2.55.3.88481,7649,14675,376,753,,,632,1200,777,1467,763,1382,626,1228,462,862,,,486,928,677,1352,521,980,654,1207,997,2027,,,678,1289
zagara,2.55.3.88936,6429,12653,330,654,,,571,1096,616,1227,608,1175,544,1078,396,778,,,355,730,562,1106,467,869,533,1017,882,1794,,,565,1129
zagara,2.55.3.89566,2150,4210,103,210,,,189,341,226,426,202,392,177,363,122,244,,,130,249,208,409,129,268,188,339,297,620,,,179,349
zagara,2.55.3.89754,12300,23771,746,1494,,,1057,2187,1435,2687,1326,2409,1194,2356,,,,,807,1591,1222,2327,904,1727,1151,2235,,,1205,2283,1253,2475
zagara,2.55.3.90670,4360,8447,268,532,,,396,754,491,995,435,826,412,808,,,,,290,589,453,878,349,668,417,818,,,385,743,464,836
zagara,2.55.3.91020,150,273,7,16,,,12,18,23,37,17,26,14,25,,,,,7,18,20,36,11,17,10,20,,,10,27,19,33
zagara,2.55.3.91081,281,487,21,29,,,25,45,40,63,34,59,18,42,,,,,20,33,26,45,22,37,30,46,,,21,44,24,44
zagara,2.55.3.91093,4485,8617,297,574,,,383,765,510,964,520,939,466,867,,,,,297,583,419,859,341,655,413,781,,,401,771,438,859
zagara,2.55.4.91368,495,948,34,64,,,37,83,61,117,55,105,53,86,,,,,38,75,55,101,34,65,36,71,,,43,76,49,105
zagara,2.55.4.91418,6651,12747,397,796,,,631,1197,769,1468,689,1247,685,1305,,,,,464,872,628,1240,477,942,618,1153,,,588,1140,705,1387
zagara,2.55.4.91769,8732,16678,515,992,,,744,1482,1085,2023,1003,1746,857,1679,,,,,502,1048,891,1704,606,1191,855,1606,,,783,1481,891,1726
zagara,2.55.5.92264,6463,12480,391,797,,,596,1123,804,1553,683,1235,632,1237,,,,,419,825,630,1248,455,899,638,1166,,,554,1073,661,1324
zagara,2.55.6.92665,4463,8627,283,569,,,398,758,559,1071,465,864,482,883,,,,,291,580,439,852,342,675,397,781,,,350,685,457,909
zagara,2.55.7.93009,523,1025,23,54,,,41,76,76,136,60,117,51,108,,,,,33,60,43,90,42,81,59,112,,,44,84,51,107
zagara,2.55.7.93054,1813,3503,96,208,,,170,316,235,444,192,365,185,345,,,,,112,214,167,342,134,270,178,332,,,159,295,185,372
zagara,2.55.7.93151,1759,3490,90,190,,,141,277,238,435,181,362,175,347,,,,,101,232,168,347,140,259,197,387,,,148,302,180,352
zagara,2.55.8.93357,201,398,13,29,,,17,39,28,53,21,33,16,42,,,,,13,29,18,34,23,33,15,34,,,17,35,20,37
zagara,2.55.8.93382,3258,6333,177,385,,,309,581,349,719,370,661,345,649,,,,,198,420,291,589,260,475,321,612,,,286,558,352,684
zagara,2.55.9.93565,32,57,5,7,,,4,5,2,6,7,8,2,3,,,,,1,4,4,7,1,2,1,7,,,3,4,2,4
zagara,2.55.9.93613,418,824,37,53,,,40,81,48,91,49,91,33,78,,,,,19,52,31,74,27,59,40,77,,,45,81,49,87
zagara,2.55.9.93640,3159,6079,183,365,,,278,494,399,775,339,634,287,586,,,,,211,423,331,592,240,480,293,523,,,245,485,353,722
zagara,2.55.10.93810,4886,9359,251,559,,,379,759,616,1182,491,913,496,937,,,,,300,610,510,921,360,680,503,959,,,444,827,536,1012
zagara,2.55.10.94189,994,1872,56,107,,,88,146,114,215,132,205,81,183,,,,,66,130,93,182,80,145,97,182,,,88,175,99,202
zagara,2.55.10.94387,1046,2103,53,129,,,93,185,142,283,119,216,102,212,,,,,68,147,111,216,69,141,93,179,,,88,189,108,206
zagara,2.55.10.94470,3108,6160,154,326,,,257,509,391,776,316,604,335,634,,,,,206,419,311,636,257,466,300,592,,,254,516,327,682
zagara,2.55.12.94714,450,858,29,69,,,39,78,53,102,50,87,41,83,,,,,32,57,48,93,31,62,36,70,,,32,60,59,97
zagara,2.55.12.94786,3536,6933,209,424,,,320,616,453,845,398,725,318,643,,,,,233,483,361,717,260,499,337,652,,,270,562,377,767
zagara,2.55.13.95213,360,711,31,58,,,27,59,57,95,29,64,32,66,,,,,34,53,25,60,25,47,28,63,,,28,55,44,91
zagara,2.55.13.95301,942,1930,65,135,,,73,159,114,224,100,198,102,216,,,,,55,132,99,198,71,146,97,182,,,68,146,98,194
zarya,2.53.0.83004,189,389,15,37,,,28,46,8,19,13,22,13,28,24,44,,,19,34,10,21,13,35,14,34,,,17,40,15,29
zarya,2.53.0.83077,7,10,,,,,1,1,0,1,,,1,1,3,4,,,1,1,0,1,,,,,,,1,1,,
zarya,2.53.0.83086,1576,3189,128,294,,,207,381,91,185,111,210,109,220,204,361,,,136,279,106,211,102,236,102,224,,,172,359,108,229
zarya,2.53.1.83632,76,168,15,22,,,8,17,5,10,2,7,5,11,8,18,,,8,17,4,13,3,10,2,11,,,11,22,5,10
zarya,2.53.1.83716,1335,2855,118,239,,,185,367,85,156,78,165,100,198,138,312,,,124,258,77,170,102,244,95,227,,,134,308,99,211
zarya,2.53.2.84200,47,120,3,7,,,6,17,4,12,5,7,1,6,4,9,,,2,10,5,14,6,10,2,7,,,2,12,7,9
zarya,2.53.3.84249,2794,5882,234,471,,,347,694,174,375,167,366,190,413,338,688,,,222,477,201,429,218,440,213,432,,,283,628,207,469
zarya,2.54.0.85027,1095,2237,95,191,,,134,259,72,148,68,149,82,175,135,261,,,91,192,90,159,82,184,85,187,72,149,,,89,183
zarya,2.54.1.85267,215,446,13,34,,,34,58,18,31,13,29,17,30,31,52,,,17,43,14,25,17,36,13,40,8,23,,,20,45
zarya,2.54.1.85311,1084,2195,78,176,,,124,262,71,151,73,152,85,165,132,256,,,93,188,107,194,100,188,90,168,67,136,,,64,159
zarya,2.54.2.85551,48,105,5,8,,,5,10,2,5,1,5,3,4,6,12,,,6,11,2,5,2,7,8,15,2,10,,,6,13
zarya,2.54.2.85576,876,1802,61,144,,,108,206,68,135,61,143,69,127,104,200,,,70,144,75,156,87,173,67,141,41,90,,,65,143
zarya,2.54.2.85894,1077,2285,102,194,,,100,244,81,174,61,161,85,171,138,267,,,100,222,84,177,104,208,80,179,53,115,,,89,173
zarya,2.54.3.86223,3110,6139,270,555,,,356,649,198,390,210,414,228,495,386,736,,,323,605,231,444,270,523,226,474,166,325,,,246,529
zarya,2.55.0.86938,2376,4866,192,397,,,301,573,168,349,149,343,194,352,288,604,,,211,407,163,341,208,453,194,403,119,250,,,189,394
zarya,2.55.1.87306,2333,4587,197,394,,,267,504,173,327,145,309,179,339,286,516,,,201,417,183,328,192,404,193,368,128,264,,,189,417
zarya,2.55.2.87774,1120,2173,94,181,,,133,252,75,152,77,144,79,151,154,267,,,109,216,82,156,98,204,80,182,57,102,,,82,166
zarya,2.55.2.87990,471,952,48,81,,,52,90,25,62,27,60,35,60,60,127,,,41,86,36,82,35,84,38,70,32,62,,,42,88
zarya,2.55.2.88122,2068,4086,172,341,,,251,475,140,262,148,300,148,300,248,474,,,212,396,152,286,178,361,173,360,118,230,,,128,301
zarya,2.55.3.88481,2476,4969,218,414,,,309,630,148,341,182,364,191,361,299,620,,,220,428,192,381,214,448,189,368,119,258,,,195,356
zarya,2.55.3.88936,2361,4648,185,378,,,269,510,164,336,156,335,194,353,322,583,,,206,404,184,372,195,403,189,397,127,251,,,170,326
zarya,2.55.3.89566,755,1500,80,133,,,78,176,49,99,53,109,54,109,101,191,,,82,144,47,88,61,134,52,118,42,85,,,56,114
zarya,2.55.3.89754,3877,7945,326,676,,,568,1085,276,557,272,594,319,662,,,,,346,741,294,599,308,704,343,692,,,503,996,322,639
zarya,2.55.3.90670,1202,2434,123,248,,,153,295,77,161,71,164,93,184,,,,,96,200,108,226,89,220,132,224,,,148,305,112,207
zarya,2.55.3.91020,49,100,3,8,,,9,13,4,9,3,6,4,10,,,,,5,10,7,11,3,10,2,6,,,4,7,5,10
zarya,2.55.3.91081,69,152,4,12,,,12,21,4,11,6,10,5,11,,,,,8,14,6,16,8,19,6,11,,,6,13,4,14
zarya,2.55.3.91093,1212,2506,103,219,,,194,354,70,158,87,178,84,188,,,,,132,275,97,202,110,209,83,187,,,144,329,108,207
zarya,2.55.4.91368,96,233,10,25,,,13,35,10,19,5,16,12,19,,,,,6,21,5,15,12,22,4,18,,,11,24,8,19
zarya,2.55.4.91418,1857,3729,186,359,,,257,493,132,255,135,262,133,277,,,,,197,380,134,288,144,303,178,370,,,226,463,135,279
zarya,2.55.4.91769,2770,5480,232,459,,,440,795,177,344,197,403,217,424,,,,,234,487,222,422,246,516,219,479,,,350,688,236,463
zarya,2.55.5.92264,1633,3375,143,318,,,208,421,124,240,108,234,125,262,,,,,183,335,131,261,138,296,134,270,,,213,460,126,278
zarya,2.55.6.92665,1717,3231,164,301,,,262,455,126,231,148,256,101,225,,,,,152,294,132,241,153,283,140,275,,,208,382,131,288
zarya,2.55.7.93009,191,388,24,39,,,21,48,14,30,17,31,21,36,,,,,18,30,9,29,17,37,10,22,,,26,54,14,32
zarya,2.55.7.93054,728,1378,59,126,,,112,182,54,100,49,104,61,118,,,,,75,142,59,117,55,114,61,120,,,86,147,57,108
zarya,2.55.7.93151,705,1325,68,118,,,97,168,44,98,44,87,61,113,,,,,65,126,60,98,63,129,62,113,,,92,175,49,100
zarya,2.55.8.93357,63,127,4,12,,,12,21,6,11,7,13,5,10,,,,,3,5,2,6,6,12,8,11,,,9,19,1,7
zarya,2.55.8.93382,1125,2187,111,200,,,144,286,72,143,90,167,92,169,,,,,112,216,87,168,95,189,105,208,,,120,249,97,192
zarya,2.55.9.93565,15,23,3,4,,,2,2,1,1,1,2,2,3,,,,,1,4,1,1,1,1,0,1,,,0,1,3,3
zarya,2.55.9.93613,167,319,17,33,,,16,34,11,20,11,23,14,23,,,,,16,25,12,26,17,33,12,25,,,24,44,17,33
zarya,2.55.9.93640,1197,2247,104,215,,,135,246,82,177,94,179,96,166,,,,,122,205,100,178,102,201,116,207,,,129,269,117,204
zarya,2.55.10.93810,1773,3382,142,304,,,256,447,137,249,148,274,132,239,,,,,180,338,146,265,162,324,151,292,,,196,390,123,260
zarya,2.55.10.94189,368,697,23,54,,,55,98,21,39,19,41,31,59,,,,,28,63,29,58,40,68,24,50,,,63,100,35,67
zarya,2.55.10.94387,391,758,22,53,,,62,105,23,47,30,55,34,65,,,,,40,70,34,66,32,74,37,68,,,45,93,32,62
zarya,2.55.10.94470,1440,2710,138,250,,,211,386,125,203,102,208,130,222,,,,,113,238,104,209,147,267,129,235,,,152,309,89,183
zarya,2.55.12.94714,205,393,21,43,,,27,55,12,25,20,33,20,41,,,,,26,35,10,27,15,34,16,32,,,26,44,12,24
zarya,2.55.12.94786,1413,2716,125,250,,,210,388,107,198,100,196,100,192,,,,,157,283,115,208,143,282,102,220,,,141,290,113,209
